tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	mean other	mean nonaccute stage I, untreated	Fold Change (other vs. nonaccute stage I, untreated)	CV	Wilcoxon P value	FDR	q values	fpkm>0_num	fpkm>0.1_num	fpkm>1_num	fpkm_median	fpkm_mean
LINC01123	-	-	LINC01123	LINC01123	TSS16463	chr2:109986979-109995281	-	-	0.0287015176470588	0.076350488	-2.66015508095698	1.66945062776058	-0.027417712279352	0.897794179149858	0.813163423768925	33	13	0	0.0174719	0.0488917593220339
RGPD8	-	-	RGPD8	RGPD8	TSS31108	chr2:110513801-110577216	-	-	0.00182132360882353	0.018038088012	-9.90383473020018	3.48855635699065	-0.0328925584449725	0.897794179149858	0.813163423768925	59	3	0	0.000151552	0.00869283394915254
KCNJ3	-	-	KCNJ3	KCNJ3	TSS13668	chr2:154698580-154858352	-	-	0.0112755023529412	0.0032856204	3.43177268833039	1.62995983098658	0.00638749313622353	0.897794179149858	0.813163423768925	26	0	0	0	0.00788995915254237
HOXD3	-	-	HOXD3	HOXD3	TSS27140	chr2:176164076-176173098	-	-	0.0028111	0	Inf	3.37064963789928	0.048977017355766	0.897794179149858	0.813163423768925	5	0	0	0	0.00161995593220339
MIR4775	-	-	MIR4775	MIR4775	TSS26126	chr2:207754806-207754881	-	-	1.20695588244525e-53	0	Inf	7.68114574727104	0.02936472103713	0.897794179149858	0.813163423768925	6	0	0	0	6.95533898358278e-54
EFHD1	-	-	EFHD1	EFHD1	TSS17162,TSS27077	chr2:232606056-232682781	-	-	0.0576277411764706	0.001781852	32.3414858116558	5.33424901034511	0.00639631228576454	0.897794179149858	0.813163423768925	15	2	1	0	0.0339642288135593
CAND2	-	-	CAND2	CAND2	TSS22328	chr3:12796671-12834814	-	-	0.0516035564705882	0.0196876008	2.62111960694511	1.29097650322909	0.0149924841797958	0.897794179149858	0.813163423768925	43	4	0	0.0174987	0.038079846440678
ZCWPW2	-	-	ZCWPW2	ZCWPW2	TSS2674	chr3:28349148-28525141	-	-	0.422988526470588	0.142351996	2.97142673342345	2.11334579649776	0.00944453641216127	0.897794179149858	0.813163423768925	51	44	2	0.186563	0.304074742372881
TRIM71	-	-	TRIM71	TRIM71	TSS35043	chr3:32818017-32892279	-	-	0.00530706882352941	0.0014315416	3.70724037885411	1.66794568480289	0.0169234089995357	0.897794179149858	0.813163423768925	17	0	0	0	0.00366489627118644
C3orf35	-	-	C3orf35	C3orf35	TSS13784,TSS15231,TSS20713	chr3:37386268-37435497	-	-	0.224790755882353	0.097731612	2.30008235086057	1.26538970730484	0.0275272865254719	0.897794179149858	0.813163423768925	44	28	0	0.0804195	0.17095213559322
CCK	-	-	CCK	CCK	TSS18831,TSS19814	chr3:42257825-42266170	-	-	0.0108933382352941	0	Inf	3.30701925044648	0.0174944193926042	0.897794179149858	0.813163423768925	7	1	0	0	0.00627751694915254
CAMKV	-	-	CAMKV	CAMKV	TSS15536	chr3:49857988-49869936	-	-	0.0179818552941176	0.0443704856	-2.46751432898666	2.12094351407678	-0.0459704273170577	0.897794179149858	0.813163423768925	25	6	0	0	0.0291634783050847
MIR5193	-	-	MIR5193	MIR5193	TSS7344	chr3:49806136-49806245	-	-	11.7975214714856	2.99464320301022	3.93954159868751	1.68956521727283	0.0358652944570454	0.897794179149858	0.813163423768925	28	24	24	0	8.06748830687737
WNT5A	-	-	WNT5A	WNT5A	TSS19997,TSS3044	chr3:55465714-55487642	-	-	0.195253611764706	0.0626347388	3.11733736749782	2.95027284159539	0.0106267116077464	0.897794179149858	0.813163423768925	54	25	1	0.0760266	0.139059174067797
FEZF2	-	-	FEZF2	FEZF2	TSS7588	chr3:62369671-62373515	-	-	0.00777147058823529	0.002205356	3.52390751798589	1.72474900246052	0.027515375177947	0.897794179149858	0.813163423768925	16	0	0	0	0.00541294745762712
CADPS	-	-	CADPS	CADPS	TSS625	chr3:62398345-62875389	-	-	0.007293855	0.0018124828	4.02423405066244	1.94505820905061	0.0407414735473422	0.897794179149858	0.813163423768925	20	0	0	0	0.00497123966101695
POU1F1	-	-	POU1F1	POU1F1	TSS803	chr3:87259632-87276587	-	-	0.0437091029411765	0.002581248	16.9333217657414	4.25539845282871	0.0483840893416561	0.897794179149858	0.813163423768925	12	2	0	0	0.0262820457627119
ARHGAP31-AS1	-	-	ARHGAP31-AS1	ARHGAP31-AS1	TSS24353	chr3:119314292-119322760	-	-	0.0934017294117647	0.254029672	-2.71975340927684	1.53913125110672	-0.0291628177348672	0.897794179149858	0.813163423768925	30	22	1	0.0556708	0.161464416949153
PRR23B	-	-	PRR23B	PRR23B	TSS26166	chr3:139019030-139020926	-	-	0.00396216764705882	0	Inf	3.40293814688868	0.02936472103713	0.897794179149858	0.813163423768925	6	0	0	0	0.00228328305084746
ERICH6-AS1	-	-	ERICH6-AS1	ERICH6-AS1	TSS32160,TSS4884	chr3:150703563-150720146	-	-	0.681534494117647	0.3241722	2.10238414681347	1.00768014741587	0.0268982774057647	0.897794179149858	0.813163423768925	46	45	11	0.348096	0.530109793220339
GPR149	-	-	GPR149	GPR149	TSS6643	chr3:154337671-154429715	-	-	0.0956542735294118	0.032707304	2.92455390176493	2.80988275301717	0.0452132466674422	0.897794179149858	0.813163423768925	34	10	1	0.0173631	0.0689818288135593
LOC101928882	-	-	LOC101928882	LOC101928882	TSS3932	chr3:180707589-180870178	-	-	0.00244445882352941	0	Inf	3.51077560420155	0.048977017355766	0.897794179149858	0.813163423768925	5	0	0	0	0.00140867118644068
AHSG	-	-	AHSG	AHSG	TSS22030	chr3:186613060-186621318	-	-	0.00592242941176471	0	Inf	3.01778148344423	0.0174944193926042	0.897794179149858	0.813163423768925	7	0	0	0	0.00341292542372881
SNAR-I	-	-	SNAR-I	SNAR-I	TSS30843	chr3:190877929-190878050	-	-	2.42580264705882	5.7071536	-2.35268668987548	1.50070175261494	-0.0318096119251113	0.897794179149858	0.813163423768925	24	24	24	0	3.81620559322034
SLC51A	-	-	SLC51A	SLC51A	TSS16018	chr3:196216511-196233430	-	-	0.322417382352941	0.160064092	2.01430176077806	1.02485292764863	0.0168010632102963	0.897794179149858	0.813163423768925	49	43	2	0.164324	0.253623615254237
TECRL	-	-	TECRL	TECRL	TSS27840	chr4:64278458-64409460	-	-	0.00210196117647059	0	Inf	3.43421902031064	0.048977017355766	0.897794179149858	0.813163423768925	5	0	0	0	0.00121129966101695
LOC101929064	-	-	LOC101929064	LOC101929064	TSS17009	chr4:86119805-86219926	-	-	0.0109895735294118	0	Inf	4.13279314259192	0.048977017355766	0.897794179149858	0.813163423768925	5	1	0	0	0.00633297457627119
ADH1B	-	-	ADH1B	ADH1B	TSS14221	chr4:99306386-99321442	-	-	0.00430659705882353	0	Inf	4.62938157135283	0.048977017355766	0.897794179149858	0.813163423768925	5	0	0	0	0.00248176779661017
PP12613	-	-	PP12613	PP12613	TSS3830	chr4:121764584-121766808	-	-	0.00641630882352941	0	Inf	3.02871909421666	0.0103298904030427	0.897794179149858	0.813163423768925	8	0	0	0	0.00369753389830508
SFRP2	-	-	SFRP2	SFRP2	TSS33502	chr4:153780589-153789076	-	-	0.00761701470588235	0.00096908	7.86004737058071	2.60760778905527	0.0282184019941045	0.897794179149858	0.813163423768925	10	0	0	0	0.00480009322033898
GUCY1A3	-	-	GUCY1A3	GUCY1A3	TSS13257,TSS1837,TSS3743,TSS7898	chr4:155666709-155737062	-	-	0.122309025882353	0.0557687676	2.19314557494996	1.6531826954828	0.02863379868516	0.897794179149858	0.813163423768925	44	16	0	0.0295373	0.0941140011864407
FSTL5	-	-	FSTL5	FSTL5	TSS34500	chr4:161383891-162164034	-	-	0.0221277270588235	0.010053394	2.20102057661557	2.21948738007272	0.0034840408407282	0.897794179149858	0.813163423768925	31	3	0	0.0057975	0.0170114842372881
APELA	-	-	APELA	APELA	TSS7850	chr4:164876987-164897527	-	-	0.00579977941176471	0	Inf	4.45105350672766	0.02936472103713	0.897794179149858	0.813163423768925	6	1	0	0	0.00334224576271186
GLRA3	-	-	GLRA3	GLRA3	TSS15599	chr4:174642010-174829315	-	-	0.00247143352941176	0	Inf	3.43649496875356	0.02936472103713	0.897794179149858	0.813163423768925	6	0	0	0	0.00142421593220339
PRDM9	-	-	PRDM9	PRDM9	TSS27668,TSS31726	chr5:23507608-23528597	-	-	0.00202112941176471	0	Inf	3.87713896602425	0.048977017355766	0.897794179149858	0.813163423768925	5	0	0	0	0.0011647186440678
C6	-	-	C6	C6	TSS26089,TSS8092	chr5:41142145-41261438	-	-	0.0876079211764706	0.0270505108	3.2386789966447	1.98586867587825	0.00727225149069205	0.897794179149858	0.813163423768925	35	9	0	0.010423	0.0619480015254237
GHR	-	-	GHR	GHR	TSS10864,TSS15861,TSS18684,TSS19104,TSS19547,TSS2285,TSS2709,TSS3217,TSS4894	chr5:42423774-42721878	-	-	0.00320175382352941	0	Inf	2.27321891154844	0.00198084122258614	0.897794179149858	0.813163423768925	11	0	0	0	0.00184507847457627
HAPLN1	-	-	HAPLN1	HAPLN1	TSS36488	chr5:83638197-83721077	-	-	0.00211282294117647	0	Inf	2.90730851562738	0.0174944193926042	0.897794179149858	0.813163423768925	7	0	0	0	0.00121755898305085
LINC00461	-	-	LINC00461	LINC00461	TSS15544,TSS24754,TSS24956	chr5:88540778-88684803	-	-	0.0285478207642341	0.0061365464	4.65209890113992	3.2310904934148	0.0265278202833451	0.897794179149858	0.813163423768925	19	2	0	0	0.0190515180675247
LUCAT1	-	-	LUCAT1	LUCAT1	TSS10743	chr5:91302985-91314402	-	-	0.429256014705882	0.107685388	3.98620483872782	1.74451795569532	0.0166782228195651	0.897794179149858	0.813163423768925	38	30	4	0.104268	0.292997274576271
SPINK6	-	-	SPINK6	SPINK6	TSS12127	chr5:148202793-148215137	-	-	0.179814876470588	0.040253252	4.46708942846626	2.08397466607755	0.0185868600160226	0.897794179149858	0.813163423768925	24	17	1	0	0.120678594915254
LOC285626	-	-	LOC285626	LOC285626	TSS12826	chr5:159331517-159362834	-	-	0.0125987764705882	0.00143692	8.76790389902586	3.19741327288703	0.0299851331491939	0.897794179149858	0.813163423768925	12	1	0	0	0.00786917627118644
RANBP17	-	-	RANBP17	RANBP17	TSS23413	chr5:170861881-171300015	-	-	0.109235197941176	0.0411707764	2.65322171435116	1.39715601090167	0.00367102873432735	0.897794179149858	0.813163423768925	43	17	0	0.0684676	0.0803943413559322
SMIM23	-	-	SMIM23	SMIM23	TSS21486	chr5:171785871-171791088	-	-	0.0200042676470588	0	Inf	3.09226594514511	0.02936472103713	0.897794179149858	0.813163423768925	6	4	0	0	0.0115278830508475
GRM6	-	-	GRM6	GRM6	TSS12537	chr5:178978328-178995123	-	-	0.00989478529411765	0.0021648972	4.57055665004216	1.52630493024759	0.00322123399138563	0.897794179149858	0.813163423768925	31	0	0	0.00396742	0.00661940898305085
BMP6	-	-	BMP6	BMP6	TSS15412	chr6:7726777-7881728	-	-	0.0788770935294118	0.020809504	3.79043602045545	2.19778279110754	0.0189232743539207	0.897794179149858	0.813163423768925	32	9	0	0.0120567	0.0542721827118644
BLOC1S5-TXNDC5	-	-	BLOC1S5-TXNDC5	BLOC1S5-TXNDC5	TSS31813	chr6:7881249-8064414	-	-	2.02666584642018	0.719058840931959	2.81849791846444	1.62019074465045	0.000672920066827457	0.897794179149858	0.813163423768925	59	33	24	0.37405	1.4725950813828
LINC01108	-	-	LINC01108	LINC01108	TSS22910	chr6:14280126-14285454	-	-	0.00493837617647059	0.0141636436	-2.86807709535863	1.6704558494285	-0.00568233217368629	0.897794179149858	0.813163423768925	22	0	0	0	0.00884738779661017
HIST1H3B	-	-	HIST1H3B	HIST1H3B	TSS2845	chr6:26031588-26032060	-	-	0.265767705882353	0.02001676	13.2772589511166	2.59320196763715	0.00490601338831385	0.897794179149858	0.813163423768925	18	18	1	0	0.161635949152542
TRIM40	-	-	TRIM40	TRIM40	TSS12885,TSS3924	chr6:30136107-30148735	-	-	0.00529657647058823	0	Inf	2.99225624980751	0.0174944193926042	0.897794179149858	0.813163423768925	7	0	0	0	0.00305226440677966
LOC285847	-	-	LOC285847	LOC285847	TSS1287	chr6:35726761-35736947	-	-	0.0167212235294118	0.001010644	16.5451173008614	3.1358180354756	0.0431056952180271	0.897794179149858	0.813163423768925	9	3	0	0	0.0100641983050847
LOC101929555	-	-	LOC101929555	LOC101929555	TSS26360	chr6:40878885-41023280	-	-	0.00478331764705882	0.000699844	6.83483411597274	2.48245145672039	0.0406382750810405	0.897794179149858	0.813163423768925	9	0	0	0	0.00305303220338983
GNMT	-	-	GNMT	GNMT	TSS5478	chr6:42960761-42963880	-	-	0.329675235294118	0.75609984	-2.29346872028604	1.2743821888947	-0.0241668628060598	0.897794179149858	0.813163423768925	48	48	7	0.357951	0.510363627118644
KLHL31	-	-	KLHL31	KLHL31	TSS20712	chr6:53647900-53665708	-	-	0.0124271358823529	0.0056950384	2.18209869881702	1.34041592997679	0.0291495160935751	0.897794179149858	0.813163423768925	33	0	0	0.00587044	0.00957455220338983
LOC101930010	-	-	LOC101930010	LOC101930010	TSS35891	chr6:56843985-56864338	-	-	0.0250857382352941	0.003010212	8.33354535670382	2.69695084323422	0.0406382750810405	0.897794179149858	0.813163423768925	9	5	0	0	0.0157317016949153
MRAP2	-	-	MRAP2	MRAP2	TSS6763	chr6:84033700-84090886	-	-	0.0148187794117647	0.036352568	-2.45314185398694	2.01336911352623	-0.0223445910769947	0.897794179149858	0.813163423768925	21	5	0	0	0.0239432661016949
CNR1	-	-	CNR1	CNR1	TSS28589,TSS32544	chr6:88139865-88166048	-	-	0.0234751802941176	0.0064580368	3.63503352816411	1.5003162934833	0.0126948572265784	0.897794179149858	0.813163423768925	32	1	0	0.00598049	0.0162645262711864
WISP3	-	-	WISP3	WISP3	TSS12848,TSS9572	chr6:112054074-112069684	-	-	0.0241148705882353	0.010203364	2.36342353249725	2.16081735656099	0.0218797393583718	0.897794179149858	0.813163423768925	17	3	0	0	0.0182201644067797
LOC100287632	-	-	LOC100287632	LOC100287632	TSS30314	chr6:118782707-118783418	-	-	0.01733975	0	Inf	3.44394436859201	0.048977017355766	0.897794179149858	0.813163423768925	5	4	0	0	0.00999239830508475
NCOA7-AS1	-	-	NCOA7-AS1	NCOA7-AS1	TSS24632	chr6:125797860-125818858	-	-	0.0484945294117647	0	Inf	4.01077727553701	0.048977017355766	0.897794179149858	0.813163423768925	5	5	0	0	0.027946
SLC22A2	-	-	SLC22A2	SLC22A2	TSS32795	chr6:160216761-160258931	-	-	0.00628858823529412	0.000587148	10.7103970979959	3.30131936128123	0.0406382750810405	0.897794179149858	0.813163423768925	9	0	0	0	0.00387272372881356
LINC00242	-	-	LINC00242	LINC00242	TSS25421	chr6:169788789-169798825	-	-	0.0295171276176471	0.0745348188	-2.52513793908045	1.54197331496671	-0.0321679606809707	0.897794179149858	0.813163423768925	37	8	0	0.0168119	0.0485924204915254
AMZ1	-	-	AMZ1	AMZ1	TSS29892,TSS8459	chr7:2679521-2715436	-	-	3.01735501764706	1.3644462908	2.21141355141061	1.70122737267917	0.0185092070642688	0.897794179149858	0.813163423768925	54	32	19	0.152995	2.31696996389831
LOC100131257	-	-	LOC100131257	LOC100131257	TSS17806	chr7:7075769-7096786	-	-	0.003135095	0.0015149512	2.06943629603383	1.11388323605577	0.0140305566103966	0.897794179149858	0.813163423768925	39	0	0	0.00171658	0.00244859338983051
LOC100505938	-	-	LOC100505938	LOC100505938	TSS12717	chr7:8262224-8343281	-	-	0.0272721882352941	0.002951136	9.24125090653027	2.49625060758306	0.0200094235898517	0.897794179149858	0.813163423768925	13	4	0	0	0.0169666576271186
LOC100506178	-	-	LOC100506178	LOC100506178	TSS23162	chr7:22563336-22573998	-	-	0.1356084	0.048836152	2.77680354504589	1.31990850943716	0.0230903936280991	0.897794179149858	0.813163423768925	41	20	0	0.0523676	0.0988404983050847
HOXA9	-	-	HOXA9	HOXA9	TSS4358	chr7:27162437-27165530	-	-	0.0170627088235294	0.043465616	-2.54740419294157	2.05922777102204	-0.0343051413907722	0.897794179149858	0.813163423768925	27	5	0	0	0.0282503813559322
HOXA10-HOXA9	-	-	HOXA10-HOXA9	HOXA10-HOXA9	TSS35448	chr7:27162437-27180261	-	-	2.68744576176471e-05	0.000112857464	-4.19943224922584	2.05245520614764	-0.00905475603374681	0.897794179149858	0.813163423768925	20	0	0	0	6.33079348983051e-05
EGFR	-	-	EGFR	EGFR	TSS580	chr7:55019031-55207338	-	-	0.125332580882353	0.0549790352	2.27964314809135	3.03038028191669	0.0469123317758929	0.897794179149858	0.813163423768925	47	10	1	0.0250208	0.095521756440678
GTF2IRD1P1	-	-	GTF2IRD1P1	GTF2IRD1P1	TSS19746	chr7:66809992-66844826	-	-	0.0923270352941176	0.026201392	3.52374542902597	2.50441396137797	0.0481663945523128	0.897794179149858	0.813163423768925	58	10	1	0.0246815	0.0643076949152542
WBSCR17	-	-	WBSCR17	WBSCR17	TSS33066	chr7:71132536-71713601	-	-	0.00309895705882353	0.0003408724	9.09125250041813	2.35197304854762	0.0208010883777732	0.897794179149858	0.813163423768925	10	0	0	0	0.00193027711864407
DYNC1I1	-	-	DYNC1I1	DYNC1I1	TSS25804	chr7:95772505-96110322	-	-	0.120160279411765	0.0489348408	2.45551589516492	1.66693419401545	0.0159963079693835	0.897794179149858	0.813163423768925	45	20	0	0.0408002	0.0899800088135593
MYH16	-	-	MYH16	MYH16	TSS17674	chr7:99273300-99297971	-	-	0.0562925235294118	0.1146411448	-2.03652523660806	1.28982830193725	-0.0147225797915536	0.897794179149858	0.813163423768925	48	18	0	0.0441474	0.0810165155932203
AZGP1	-	-	AZGP1	AZGP1	TSS20223	chr7:99966726-99976112	-	-	0.0587873911764706	0.004682344	12.5551200801288	2.32559829328527	0.040619847635011	0.897794179149858	0.813163423768925	16	10	0	0	0.0358615237288136
SPDYE2	-	-	SPDYE2	SPDYE2	TSS6978	chr7:102551231-102562310	-	-	0.0912850117647059	0.218682088	-2.39559686494503	1.28240496171165	-0.00890960131981423	0.897794179149858	0.813163423768925	56	26	1	0.0820232	0.145266823728814
CAV2	-	-	CAV2	CAV2	TSS31600,TSS32737	chr7:116499600-116508541	-	-	0.0822717294117647	0.035910024	2.29105191942408	0.918800845181123	0.00314472960660995	0.897794179149858	0.813163423768925	46	15	0	0.0502364	0.0626269389830508
PTN	-	-	PTN	PTN	TSS25710	chr7:137227345-137343800	-	-	0.0126758647058824	0.029510216	-2.32806334595111	2.12714658480998	-0.00462639258426334	0.897794179149858	0.813163423768925	18	4	0	0	0.0198090644067797
LOC100129148	-	-	LOC100129148	LOC100129148	TSS5170	chr7:139417462-139427526	-	-	0.0647240274882353	0.55308008	-8.54520494881954	3.52324220336111	-0.0397325999890347	0.897794179149858	0.813163423768925	53	15	4	8.02058e-66	0.271654558213559
CHRNB3	-	-	CHRNB3	CHRNB3	TSS9477	chr8:42697418-42737066	-	-	0.00258105882352941	0	Inf	3.3624043608565	0.048977017355766	0.897794179149858	0.813163423768925	5	0	0	0	0.00148738983050847
CRISPLD1	-	-	CRISPLD1	CRISPLD1	TSS20184,TSS449	chr8:74984472-75034561	-	-	0.148679532352941	0.0341611224	4.35230232227209	3.04220772252881	0.0435536066435162	0.897794179149858	0.813163423768925	44	10	1	0.0359871	0.100154782372881
KCNS2	-	-	KCNS2	KCNS2	TSS33900	chr8:98427021-98430795	-	-	0.00311254411764706	0.0171309544	-5.50384307900195	2.65035360744358	-0.00219839456367377	0.897794179149858	0.813163423768925	23	1	0	0	0.00905254847457627
RIMS2	-	-	RIMS2	RIMS2	TSS22176,TSS23314,TSS30802	chr8:103500747-104254428	-	-	0.00821798617647059	0.0020673188	3.97519055912934	1.73281566383682	0.00291615996612571	0.897794179149858	0.813163423768925	25	0	0	0	0.00561177118644068
SLC24A2	-	-	SLC24A2	SLC24A2	TSS28032	chr9:19507451-19787019	-	-	0.00151484117647059	0.0004321392	3.50544726437821	1.78516813164186	0.0289229359774033	0.897794179149858	0.813163423768925	16	0	0	0	0.00105606915254237
LINC00950	-	-	LINC00950	LINC00950	TSS6739	chr9:35860273-35865518	-	-	0.00370334617647059	0.0093560068	-2.52636571202657	1.61412599974803	-0.0150731255282193	0.897794179149858	0.813163423768925	25	0	0	0	0.0060985413559322
